Step Number,User/User Role,Action,Expected Test Results,Testers feedback on script
~~~~~~~~~~,~~~~~~~~~~,~~~~~~~~~~,~~~~~~~~~~
~~~~~~~~~~,~~~~~~~~~~,# Subject Selector: Subject Selector,~~~~~~~~~~
~~~~~~~~~~,~~~~~~~~~~,subject_selector/subject_selector,~~~~~~~~~~
~~~~~~~~~~,~~~~~~~~~~,~~~~~~~~~~,~~~~~~~~~~
----------,----------,----------,----------
## CA.1,----------,## Subject selector - search,----------
CA.1.1.,anonymous,Go to the admin journals search at /admin/journals,
CA.1.2.,anonymous,search any string,
CA.1.2.1.,anonymous,,search results shown
CA.1.2.2.,anonymous,,tree fully expanded
CA.1.3.,anonymous,scroll results,
CA.1.4.,anonymous,select top level,
CA.1.4.1.,anonymous,,top level selected
CA.1.4.2.,anonymous,,search constraints remain in place
CA.1.4.3.,anonymous,,selected element remains in view
CA.1.4.4.,anonymous,,"Top level element reflected in ""selected filters"" pills"
CA.1.5.,anonymous,Remove selected filter pill,
CA.1.5.1.,anonymous,,selected filter pill removed
CA.1.5.2.,anonymous,,top level element unselected from facet
CA.1.5.3.,anonymous,,search constraints remain in place
CA.1.5.4.,anonymous,,last selected filter still in view (in unselected state)
CA.1.6.,anonymous,Clear All pill,
CA.1.6.1.,anonymous,,Search reset to initial state
CA.1.6.2.,anonymous,,search constraints removed
CA.1.6.3.,anonymous,,all entries unselected
CA.1.6.4.,anonymous,,scroll position at top
CA.1.7.,anonymous,select sub level,
CA.1.7.1.,anonymous,,sub level selected
CA.1.7.2.,anonymous,,all parents of sub level selected
CA.1.7.3.,anonymous,,search constraints remain in place
CA.1.7.4.,anonymous,,last selected element remains in view
CA.1.7.5.,anonymous,,"Sub level element reflected in ""selected filters"" pills"
CA.1.8.,anonymous,clear search string,
CA.1.8.1.,anonymous,,full subject list is shown
CA.1.8.2.,anonymous,,last selected element is in view (parents are expanded)
CA.1.9.,anonymous,re do original search,
CA.1.9.1.,anonymous,,search results shown
CA.1.9.2.,anonymous,,tree fully expanded
CA.1.9.3.,anonymous,,last selected element is in view
CA.1.10.,anonymous,do new search which includes last item,
CA.1.10.1.,anonymous,,search results shown
CA.1.10.2.,anonymous,,tree fully expanded
CA.1.10.3.,anonymous,,last selected element is in view
CA.1.11.,anonymous,do new search which excludes last item,
CA.1.11.1.,anonymous,,search results shown
CA.1.11.2.,anonymous,,tree fully expanded
CA.1.11.3.,anonymous,,scroll position at top
CA.1.12.,anonymous,select another,
CA.1.12.1.,anonymous,,sub level selected
CA.1.12.2.,anonymous,,all parents of sub level selected
CA.1.12.3.,anonymous,,search constraints remain in place
CA.1.12.4.,anonymous,,last selected element remains in view
CA.1.12.5.,anonymous,,"Sub level element reflected in ""selected filters"" pills"
CA.1.13.,anonymous,unselect sub level,
CA.1.13.1.,anonymous,,sub level unselected
CA.1.13.2.,anonymous,,all parents of sub level remain selected
CA.1.13.3.,anonymous,,search constraints remain in place
CA.1.13.4.,anonymous,,last unselected element remains in view
CA.1.13.5.,anonymous,,Selected filters pill shows nearest parent as selected
CA.1.14.,anonymous,unselect parent,
CA.1.14.1.,anonymous,,parent unselected
CA.1.14.2.,anonymous,,all children of parent unselected
CA.1.14.3.,anonymous,,search constraints remain in place
CA.1.14.4.,anonymous,,unselected parent element remains in view
CA.1.15.,anonymous,Remove selected filter pill,
CA.1.15.1.,anonymous,,selected filter pill removed
CA.1.15.2.,anonymous,,sub level element and all parents removed from facet
CA.1.15.3.,anonymous,,search constraints remain in place
CA.1.15.4.,anonymous,,last selected filter still in view (in unselected state)
CA.1.16.,anonymous,Clear All pill,
CA.1.16.1.,anonymous,,Search reset to initial state
CA.1.16.2.,anonymous,,search constraints removed
CA.1.16.3.,anonymous,,all entries unselected
CA.1.17.,anonymous,select top level entry,
CA.1.17.1.,anonymous,,Entry selected
CA.1.17.2.,anonymous,,sub levels expanded
CA.1.17.3.,anonymous,,last selected element in view
CA.1.17.4.,anonymous,,Selected filters pill shows selected element
CA.1.18.,anonymous,unselect top level entry,
CA.1.18.1.,anonymous,,Entry unselected
CA.1.18.2.,anonymous,,Sub levels collapsed
CA.1.18.3.,anonymous,,unselected element still in view
CA.1.19.,anonymous,scroll,
CA.1.20.,anonymous,select sub level,
CA.1.20.1.,anonymous,,sub level selected (parent remains selected too)
CA.1.20.2.,anonymous,,further sub levels expanded
CA.1.20.3.,anonymous,,latest selected sub level in view
CA.1.20.4.,anonymous,,Selected filters pill shows selected sub element
CA.1.21.,anonymous,unselect sub level,
CA.1.21.1.,anonymous,,sub level is unselected (parent remains selected)
CA.1.21.2.,anonymous,,unselected sub level remains in view
CA.1.21.3.,anonymous,,Selected filters pill shows nearest parent
CA.1.22.,anonymous,unselect parent,
CA.1.22.1.,anonymous,,parent and all sub levels are unselected
CA.1.22.2.,anonymous,,unselected parent remains in view
CA.1.22.3.,anonymous,,Selected filters pill is removed
CA.1.23.,anonymous,select another (sub level or top level),
CA.1.23.1.,anonymous,,Entry selected
CA.1.23.2.,anonymous,,sub levels expanded
CA.1.23.3.,anonymous,,last selected element in view
CA.1.23.4.,anonymous,,Selected filters pill shows selected element
CA.1.24.,anonymous,Remove selected filter pill,
CA.1.24.1.,anonymous,,selected filter pill removed
CA.1.24.2.,anonymous,,sub level element and all parents removed from facet
CA.1.24.3.,anonymous,,top level element for last element selected in view
CA.1.25.,anonymous,select a different top level,
CA.1.25.1.,anonymous,,Entry selected
CA.1.25.2.,anonymous,,sub levels expanded
CA.1.25.3.,anonymous,,last selected element in view
CA.1.25.4.,anonymous,,Selected filters pill shows selected element
CA.1.26.,anonymous,Remove selected filter pill,
CA.1.26.1.,anonymous,,selected filter pill removed
CA.1.26.2.,anonymous,,last selected filter still in view (in unselected state)
CA.1.27.,anonymous,Clear All pill,
CA.1.27.1.,anonymous,,Search reset to initial state
CA.1.27.2.,anonymous,,all entries unselected
CA.1.27.3.,anonymous,,scroll position at top
----------,----------,----------,----------

----------,----------,----------,----------
## CA.2,----------,## Subject selector - form,----------
CA.2.1.,admin,Open any Journal record,
CA.2.2.,admin,Scroll to Subject classification question,
CA.2.3.,admin,"Click ""Open Subject Classifier"" button to open the modal",
CA.2.3.1.,admin,,Subject classifications modal opens
CA.2.4.,admin,unselect any selected subjects to ensure clean state,
CA.2.5.,admin,close the modal,
CA.2.5.1.,admin,,Subject classifications modal opens
CA.2.5.2.,admin,,Subject list is scrolled to the top and all levels are collapsed
CA.2.6.,admin,search for any string,
CA.2.6.1.,admin,,search results shown
CA.2.6.2.,admin,,tree fully expanded
CA.2.7.,admin,scroll results,
CA.2.8.,admin,select top level - top level selected - selected element remains in view,
CA.2.9.,admin,close the modal,
CA.2.9.1.,admin,,"Selected element reflected in ""Selected"""
CA.2.10.,admin,open the modal,
CA.2.10.1.,admin,,the view hasn't changed
CA.2.11.,admin,select sub level,
CA.2.11.1.,admin,,sub level selected
CA.2.11.2.,admin,,all parents of sub level selected
CA.2.11.3.,admin,,last selected element remains in view
CA.2.12.,admin,close the modal,
CA.2.12.1.,admin,,"Sub level element reflected in ""Selected"""
CA.2.13.,admin,open the modal,
CA.2.14.,admin,clear search string,
CA.2.14.1.,admin,,full subject list is shown
CA.2.14.2.,admin,,last selected element is in view (parents are expanded)
CA.2.15.,admin,re do original search,
CA.2.15.1.,admin,,search results shown
CA.2.15.2.,admin,,tree fully expanded
CA.2.15.3.,admin,,last selected element is in view
CA.2.16.,admin,do new search which includes last item,
CA.2.16.1.,admin,,search results shown
CA.2.16.2.,admin,,tree fully expanded
CA.2.16.3.,admin,,last selected element is in view
CA.2.17.,admin,do new search which excludes last item,
CA.2.17.1.,admin,,search results shown
CA.2.17.2.,admin,,tree fully expanded
CA.2.17.3.,admin,,scroll position at top
CA.2.18.,admin,select another,
CA.2.18.1.,admin,,sub level selected
CA.2.18.2.,admin,,all parents of sub level selected
CA.2.18.3.,admin,,last selected element remains in view
CA.2.19.,admin,close the modal,
CA.2.19.1.,admin,,"Selected element reflected in ""Selected"""
CA.2.20.,admin,open the modal,
CA.2.20.1.,admin,,the view hasn't changed
CA.2.21.,admin,unselect sub level,
CA.2.21.1.,admin,,sub level unselected
