Assets:WebRoute,,,portality/app.py#L87,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/app.py#L87
IncomingApplication:Model,,,docs/data_models.sh#L11; docs/system/API.md#L64,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/docs/data_models.sh#L11; https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/docs/system/API.md#L64
Swagger:Documentation,,,docs/system/API.md#L49,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/docs/system/API.md#L49
APC:FieldSet,portality/forms/application_forms.py#L1965,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1965,portality/forms/application_forms.py#L1965,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1965
ArticleDataDump:WebRoute,,,cms/pages/docs/public-data-dump.md#L9,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/cms/pages/docs/public-data-dump.md#L9
XMLDocumentation:WebRoute,,,cms/data/nav.yml#L29,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/cms/data/nav.yml#L29
UnitTests:Test,,,docs/coverage.sh#L8,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/docs/coverage.sh#L8
PersistentIdentifiers:FormField,portality/forms/application_forms.py#L1406,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1406,portality/forms/application_forms.py#L1406,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1406
Atom:WebRoute,,,cms/data/nav.yml#L111,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/cms/data/nav.yml#L111
Authorisation:Feature,portality/decorators.py#L89,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/decorators.py#L89,,
Status:FieldSet,portality/forms/application_forms.py#L2062,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2062,portality/forms/application_forms.py#L2062,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2062
BulkEdit:Feature,,,portality/forms/application_forms.py#L2124,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2124
Crossref422XML:Crosswalk,,,portality/crosswalks/article_crossref_xml.py#L338,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/crosswalks/article_crossref_xml.py#L338
NotIf:FormValidator,portality/forms/validate.py#L454; portality/forms/application_forms.py#L2750,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/validate.py#L454; https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2750,portality/forms/application_forms.py#L2750,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2750
TagList:FormWidget,,,portality/forms/application_forms.py#L2875,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2875
AmbassadorsData:Template,,,cms/pages/about/ambassadors.md#L8,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/cms/pages/about/ambassadors.md#L8
Autocomplete:FormWidget,,,portality/forms/application_forms.py#L2879,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2879
SubjectTree:FormWidget,,,portality/forms/application_forms.py#L2880,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2880
PreservationService:FormField,portality/forms/application_forms.py#L1161,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1161,portality/forms/application_forms.py#L1161,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1161
BackgroundJob:Page,,,portality/templates/email/admin_background_job_finished.jinja2#L5,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/templates/email/admin_background_job_finished.jinja2#L5
License:FormField,portality/forms/application_forms.py#L526,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L526,portality/forms/application_forms.py#L526,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L526
AdminUpdateRequestQuery:Endpoint,,,portality/settings.py#L741,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/settings.py#L741
APCCharges:FormField,portality/forms/application_forms.py#L959,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L959,portality/forms/application_forms.py#L959,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L959
QuickRejectDetails:FormField,portality/forms/application_forms.py#L1549,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1549,portality/forms/application_forms.py#L1549,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1549
NumberRange:FormValidator,,,portality/forms/application_forms.py#L2569,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2569
OptionalValidation:FieldSet,portality/forms/application_forms.py#L2114,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2114,portality/forms/application_forms.py#L2114,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2114
LCCXML:Data,lccSubjects.xml#L1,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/lccSubjects.xml#L1,portality/lcc.py#L2,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/lcc.py#L2
Anonymisation:Feature,portality/lib/anon.py#L1,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/lib/anon.py#L1,,
APINotificationQuery:Endpoint,,,portality/settings.py#L772; portality/settings.py#L840,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/settings.py#L772; https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/settings.py#L840
Query:Config,,,portality/bll/services/query.py#L16,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/bll/services/query.py#L16
OpenCitations:FormField,portality/forms/application_forms.py#L1481,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1481,portality/forms/application_forms.py#L1481,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1481
NoteID:FormField,portality/forms/application_forms.py#L1817,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1817,portality/forms/application_forms.py#L1817,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L1817
JournalsSearch:WebRoute,,,cms/data/nav.yml#L10,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/cms/data/nav.yml#L10
CrossrefArticleXML:WebRoute,,,portality/app.py#L146,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/app.py#L146
IsISSNList:FormValidator,portality/forms/application_forms.py#L2688,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2688,portality/forms/application_forms.py#L2688,https://github.com/DOAJ/doaj/blob/feature/1724_506_refactor_dates/portality/forms/application_forms.py#L2688
