BOAI:FormField,portality/forms/application_forms.py#L79,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L79,portality/forms/application_forms.py#L79,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L79
JournalForm:Crosswalk,,,portality/forms/application_processors.py#L828; portality/forms/application_forms.py#L2265; portality/forms/application_forms.py#L2337; portality/crosswalks/journal_questions.py#L315; portality/crosswalks/application_form.py#L114,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_processors.py#L828; https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L2265; https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L2337; https://github.com/DOAJ/doaj/blob/develop/portality/crosswalks/journal_questions.py#L315; https://github.com/DOAJ/doaj/blob/develop/portality/crosswalks/application_form.py#L114
ManEdBulkJournal:FormProcessor,portality/forms/application_processors.py#L984,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_processors.py#L984,,
DraftApplication:Model,,,portality/settings.py#L470; portality/forms/application_processors.py#L237,https://github.com/DOAJ/doaj/blob/develop/portality/settings.py#L470; https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_processors.py#L237
ApplicationGuide:Page,,,portality/templates/email/publisher_application_rejected.jinja2#L5,https://github.com/DOAJ/doaj/blob/develop/portality/templates/email/publisher_application_rejected.jinja2#L5
OtherFees:FieldSet,portality/forms/application_forms.py#L2011,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L2011,portality/forms/application_forms.py#L2011,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L2011
NoteDate:FormField,portality/forms/application_forms.py#L1823,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L1823,portality/forms/application_forms.py#L1823,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L1823
AdvisoryBoardCouncil:WebRoute,,,cms/data/nav.yml#L46,https://github.com/DOAJ/doaj/blob/develop/cms/data/nav.yml#L46
Orcids:FormField,portality/forms/application_forms.py#L1465,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L1465,portality/forms/application_forms.py#L1465,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L1465
Account:Blueprint,,,portality/app.py#L50,https://github.com/DOAJ/doaj/blob/develop/portality/app.py#L50
LCCXML:Data,lccSubjects.xml#L1,https://github.com/DOAJ/doaj/blob/develop/lccSubjects.xml#L1,portality/lcc.py#L2,https://github.com/DOAJ/doaj/blob/develop/portality/lcc.py#L2
WorkflowNotifications:Feature,,,portality/settings.py#L377,https://github.com/DOAJ/doaj/blob/develop/portality/settings.py#L377
Team:WebRoute,,,cms/data/nav.yml#L42,https://github.com/DOAJ/doaj/blob/develop/cms/data/nav.yml#L42
DifferetTo:FormValidator,,,portality/forms/application_forms.py#L250; portality/forms/application_forms.py#L265; portality/forms/application_forms.py#L321; portality/forms/application_forms.py#L335; portality/forms/application_forms.py#L374; portality/forms/application_forms.py#L1704; portality/forms/application_forms.py#L1727,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L250; https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L265; https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L321; https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L335; https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L374; https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L1704; https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L1727
News:Feature,,,portality/settings.py#L1034,https://github.com/DOAJ/doaj/blob/develop/portality/settings.py#L1034
BulkDOAJSeal:FormField,portality/forms/application_forms.py#L1859,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L1859,portality/forms/application_forms.py#L1859,https://github.com/DOAJ/doaj/blob/develop/portality/forms/application_forms.py#L1859
