File Path,Annotation Count
./doajtest/fixtures/article_crossref.py,0
./doajtest/fixtures/provenance.py,0
./doajtest/fixtures/snapshots.py,0
./doajtest/fixtures/bibjson.py,0
./doajtest/fixtures/editors.py,0
./doajtest/fixtures/__init__.py,0
./doajtest/fixtures/article.py,0
./doajtest/fixtures/dois.py,0
./doajtest/fixtures/article_doajxml.py,0
./doajtest/fixtures/harvester.py,0
./doajtest/fixtures/accounts.py,0
./doajtest/fixtures/issns.py,0
./doajtest/fixtures/background.py,0
./doajtest/fixtures/v2/journals.py,0
./doajtest/fixtures/v2/applications.py,0
./doajtest/fixtures/v2/__init__.py,0
./doajtest/fixtures/v2/common.py,0
./doajtest/xml_upload_test_package/admin_metadata_form_test_pack.xml,0
./doajtest/xml_upload_test_package/orcid_invalid.xml,0
./doajtest/xml_upload_test_package/README.md,0
./doajtest/xml_upload_test_package/invalid_language.xml,0
./doajtest/xml_upload_test_package/orcid_id_invalid.xml,0
./doajtest/xml_upload_test_package/DOAJ/not_xml.xml,0
./doajtest/xml_upload_test_package/DOAJ/successful.xml,0
./doajtest/xml_upload_test_package/DOAJ/update.xml,0
./doajtest/xml_upload_test_package/DOAJ/fulltext_invalid.xml,0
./doajtest/xml_upload_test_package/DOAJ/unowned_issn.xml,0
./doajtest/xml_upload_test_package/DOAJ/shared_issn.xml,0
./doajtest/xml_upload_test_package/DOAJ/duplicate_in_file.xml,0
./doajtest/xml_upload_test_package/DOAJ/unmatched_issn.xml,0
./doajtest/xml_upload_test_package/DOAJ/schema_invalid.xml,0
./doajtest/xml_upload_test_package/Crossref/not_xml.xml,0
./doajtest/xml_upload_test_package/Crossref/2_issns_1st_electronic_2nd_no_type,0
./doajtest/xml_upload_test_package/Crossref/3_issns.xml,0
./doajtest/xml_upload_test_package/Crossref/no_issn.xml,0
./doajtest/xml_upload_test_package/Crossref/1_issn_no_type,0
./doajtest/xml_upload_test_package/Crossref/successful.xml,0
./doajtest/xml_upload_test_package/Crossref/update.xml,0
./doajtest/xml_upload_test_package/Crossref/2_issns_1st_no_type_2nd_print,0
./doajtest/xml_upload_test_package/Crossref/2_issns_1st_print_2nd_electronic,0
./doajtest/xml_upload_test_package/Crossref/2_issns_same_types,0
./doajtest/xml_upload_test_package/Crossref/2_issns_1st_print_2nd_no_type,0
./doajtest/xml_upload_test_package/Crossref/unowned_issn.xml,0
./doajtest/xml_upload_test_package/Crossref/2_issns_no_types,0
./doajtest/xml_upload_test_package/Crossref/shared_issn.xml,0
./doajtest/xml_upload_test_package/Crossref/duplicate_in_file.xml,0
./doajtest/xml_upload_test_package/Crossref/unmatched_issn.xml,0
./doajtest/xml_upload_test_package/Crossref/1_issn_print,0
./doajtest/xml_upload_test_package/Crossref/schema_invalid.xml,0
./doajtest/xml_upload_test_package/Crossref/2_issns_1st_no_type_2nd_electronic,0
./doajtest/xml_upload_test_package/Crossref/1_issn_electronic,0
./doajtest/xml_upload_test_package/Crossref/2_issns_1st_electronic_2nd_print,0
./doajtest/demo_scripts/async_workflow_notifications_demo.py,0
./doajtest/UI/tests/conftest.py,0
./doajtest/UI/tests/config.json,0
./doajtest/UI/tests/web_test.py,0
./doajtest/UI/pages/login_page.py,0
./doajtest/UI/pages/main_page.py,0
./doajtest/UI/pages/metadata_form.py,0
./doajtest/UI/pages/public_search_results.py,0
./doajtest/mocks/model_Journal.py,0
./doajtest/mocks/response.py,0
./doajtest/mocks/models_Cache.py,0
./doajtest/mocks/store.py,0
./doajtest/mocks/bll_article.py,0
./doajtest/mocks/model_Cache.py,0
./doajtest/mocks/__init__.py,0
./doajtest/mocks/ftp.py,0
./doajtest/mocks/model_Article.py,0
./doajtest/mocks/xwalk.py,0
./doajtest/mocks/file.py,0
./doajtest/unit/test_snapshot.py,0
./doajtest/unit/test_snapshot_tasks.py,0
./doajtest/unit/test_query.py,0
./doajtest/unit/test_reporting.py,0
./doajtest/unit/test_anon.py,0
./doajtest/unit/test_bll_update_request.py,0
./doajtest/unit/test_openurl.py,0
./doajtest/unit/test_fc_assed_app_review.py,0
./doajtest/unit/test_background.py,0
./doajtest/unit/test_bll_application_unreject_application.py,0
./doajtest/unit/test_store.py,0
./doajtest/unit/test_oaipmh.py,0
./doajtest/unit/test_task_journal_bulk_delete.py,0
./doajtest/unit/test_models.py,0
./doajtest/unit/test_bll_journal_csv.py,0
./doajtest/unit/test_fc_editor_app_review.py,0
./doajtest/unit/test_article_prepare_update_publisher.py,0
./doajtest/unit/test_article_prepare_update_admin.py,0
./doajtest/unit/test_bll_article_discover_duplicates.py,0
./doajtest/unit/test_csv_wrapper.py,0
./doajtest/unit/test_form_validate.py,0
./doajtest/unit/test_bll_getters.py,0
./doajtest/unit/test_index_searchbox.py,0
./doajtest/unit/test_tasks_public_data_dump.py,0
./doajtest/unit/test_article_acceptable_and_permissions.py,0
./doajtest/unit/test_crosswalks_journal2questions.py,0
./doajtest/unit/test_harvester_empc_harvester.py,0
./doajtest/unit/test_datasets.py,0
./doajtest/unit/test_article_match.py,0
./doajtest/unit/test_duplicate_report_script.py,0
./doajtest/unit/test_task_suggestion_bulkedit.py,0
./doajtest/unit/test_bll_article_issn_ownership_status.py,0
./doajtest/unit/test_prune_marvel.py,0
./doajtest/unit/test_admin_edit_metadata.py,0
./doajtest/unit/test_util.py,0
./doajtest/unit/test_regexes.py,0
./doajtest/unit/test_tasks_ingestCrossrefArticles.py,0
./doajtest/unit/test_bll_article_create_article.py,0
./doajtest/unit/test_sitemap.py,0
./doajtest/unit/test_toc.py,0
./doajtest/unit/test_bll_article_is_legitimate_owner.py,0
./doajtest/unit/test_fc_maned_app_review.py,0
./doajtest/unit/test_update_article.py,0
./doajtest/unit/test_bll_article_get_duplicates.py,0
./doajtest/unit/test_tick.py,0
./doajtest/unit/test_query_filters.py,0
./doajtest/unit/test_bll_article_batch_create_article.py,0
./doajtest/unit/test_withdraw_reinstate.py,0
./doajtest/unit/test_task_article_bulk_delete.py,0
./doajtest/unit/test_lib_es_query.py,0
./doajtest/unit/test_forms_application_processors_public.py,0
./doajtest/unit/test_lock.py,0
./doajtest/unit/test_scripts_accounts_delete_pub_no_journal.py,0
./doajtest/unit/test_jinja_template_filters.py,0
./doajtest/unit/test_reserved_usernames.py,0
./doajtest/unit/test_article_cleanup_sync.py,0
./doajtest/unit/test_create_article.py,0
./doajtest/unit/__init__.py,0
./doajtest/unit/test_crosswalks.py,0
./doajtest/unit/test_scripts_accounts_with_marketing_consent.py,0
./doajtest/unit/test_formrender.py,0
./doajtest/unit/test_feed.py,0
./doajtest/unit/test_tasks_ingestDOAJarticles.py,0
./doajtest/unit/test_es_snapshots_client.py,0
./doajtest/unit/test_workflow_emails.py,0
./doajtest/unit/test_forms.py,0
./doajtest/unit/test_bll_delete_application.py,0
./doajtest/unit/test_tasks_ingestarticles_schema_independent.py,0
./doajtest/unit/test_bll_accept_application.py,0
./doajtest/unit/test_lib_normalise_doi.py,0
./doajtest/unit/test_harvester_state.py,0
./doajtest/unit/test_task_journal_bulkedit.py,0
./doajtest/unit/test_lib_normalise_url.py,0
./doajtest/unit/test_upgrade.py,0
./doajtest/unit/test_bll_authorisations.py,0
./doajtest/unit/test_bll_object_conversions.py,0
./doajtest/unit/test_bll_reject_application.py,0
./doajtest/unit/application_processors/test_application_processor_emails.py,0
./doajtest/unit/application_processors/test_readonly_journal.py,0
./doajtest/unit/application_processors/test_maned_journal_review.py,0
./doajtest/unit/application_processors/test_new_application.py,0
./doajtest/unit/application_processors/test_editor_journal_review.py,0
./doajtest/unit/application_processors/test_publisher_update_request.py,0
./doajtest/unit/application_processors/__init__.py,0
./doajtest/unit/application_processors/test_assed_journal_review.py,0
./doajtest/unit/apiv2_tests/test_apiv2_crud_journal.py,0
./doajtest/unit/apiv2_tests/test_api_account.py,0
./doajtest/unit/apiv2_tests/test_api_errors.py,0
./doajtest/unit/apiv2_tests/test_api_crud_article.py,0
./doajtest/unit/apiv2_tests/test_apiv2_dataobj.py,0
./doajtest/unit/apiv2_tests/test_api_crud_returnvalues.py,0
./doajtest/unit/apiv2_tests/test_apiv2_discovery.py,0
./doajtest/unit/apiv2_tests/test_api_bulk_article.py,0
./doajtest/unit/apiv2_tests/__init__.py,0
./doajtest/unit/apiv2_tests/test_apiv2_bulk_application.py,0
./doajtest/unit/apiv2_tests/test_api_client.py,0
./doajtest/unit/apiv2_tests/test_apiv2_crud_application.py,0
./doajtest/unit/resources/crossref_article_uploads.xml,0
./doajtest/unit/resources/partialimport.xml,0
./doajtest/unit/resources/superlong_success.xml,0
./doajtest/unit/resources/articlematch.xml,0
./doajtest/unit/resources/create_article.json,0
./doajtest/unit/resources/doajxml_article_uploads.xml,0
./doajtest/unit/resources/superlong_fail.xml,0
./doajtest/unit/resources/create_application.json,0
./doajtest/unit/resources/articles_metadata_form.py,0
./doajtest/unit/resources/migrate.json,0
./portality/decorators.py,7
./portality/lcc.py,1
./portality/app.py,28
./portality/lock.py,4
./portality/constants.py,1
./portality/core.py,22
./portality/error_handler.py,2
./portality/app_email.py,3
./portality/regex.py,5
./portality/authorise.py,1
./portality/store.py,5
./portality/settings.py,120
./portality/dao.py,5
./portality/__init__.py,0
./portality/upgrade.py,7
./portality/util.py,2
./portality/datasets.py,8
./portality/background.py,8
./portality/cms/implied_attr_list.py,0
./portality/cms/build_fragments.py,0
./portality/cms/build_sass.py,0
./portality/cms/__init__.py,0
./portality/api/__init__.py,0
./portality/api/common.py,0
./portality/api/v1/README.md,0
./portality/api/v2/discovery_api_article_swag.json,0
./portality/api/v2/discovery.py,0
./portality/api/v2/discovery_api_journal_swag.json,0
./portality/api/v2/__init__.py,0
./portality/api/v2/discovery_api_application_swag.json,0
./portality/api/v2/crud/journals.py,0
./portality/api/v2/crud/applications.py,0
./portality/api/v2/crud/__init__.py,0
./portality/api/v2/crud/common.py,0
./portality/api/v2/crud/articles.py,0
./portality/api/v2/data_objects/common_journal_application.py,0
./portality/api/v2/data_objects/application.py,0
./portality/api/v2/data_objects/journal.py,0
./portality/api/v2/data_objects/article.py,0
./portality/api/v2/data_objects/common.py,0
./portality/api/v2/bulk/applications.py,0
./portality/api/v2/bulk/__init__.py,0
./portality/api/v2/bulk/articles.py,0
./portality/api/v2/client/client.py,0
./portality/api/v2/client/models.py,0
./portality/api/v2/client/__init__.py,0
./portality/models/news.py,3
./portality/models/account.py,0
./portality/models/search.py,0
./portality/models/lcc.py,0
./portality/models/lock.py,0
./portality/models/cache.py,0
./portality/models/openurl.py,0
./portality/models/history.py,0
./portality/models/provenance.py,0
./portality/models/editors.py,0
./portality/models/__init__.py,0
./portality/models/uploads.py,0
./portality/models/article.py,0
./portality/models/atom.py,0
./portality/models/oaipmh.py,0
./portality/models/harvester.py,0
./portality/models/background.py,0
./portality/models/v1/suggestion.py,0
./portality/models/v1/journal.py,0
./portality/models/v1/bibjson.py,0
./portality/models/v1/__init__.py,0
./portality/models/v1/shared_structs.py,0
./portality/models/v2/application.py,0
./portality/models/v2/journal.py,0
./portality/models/v2/bibjson.py,0
./portality/models/v2/__init__.py,0
./portality/models/v2/shared_structs.py,0
./portality/bll/exceptions.py,0
./portality/bll/doaj.py,0
./portality/bll/__init__.py,0
./portality/bll/services/authorisation.py,0
./portality/bll/services/application.py,0
./portality/bll/services/journal.py,0
./portality/bll/services/query.py,0
./portality/bll/services/__init__.py,0
./portality/bll/services/article.py,0
./portality/notifications/application_emails.py,0
./portality/notifications/__init__.py,0
./portality/static/widget/simple_search.js,0
./portality/static/widget/fixed_query_src.js,0
./portality/static/widget/ssw_test.html,0
./portality/static/widget/public_search_config.js,0
./portality/static/widget/fixed_query_build.sh,0
./portality/static/widget/fq_widget_depends_compiled.js,0
./portality/static/widget/fixed_query.js,0
./portality/static/widget/fq_widget_test.html,0
./portality/static/js/formutils.js,0
./portality/static/js/multiformbox.js,0
./portality/static/js/continuations.js,0
./portality/static/js/recaptcha.js,0
./portality/static/js/application_form.js,0
./portality/static/js/article_metadata_form.js,0
./portality/static/js/suggestions_and_journals.js,0
./portality/static/js/doaj.js,0
./portality/static/js/doaj.fieldrender.edges.js,0
./portality/static/js/contact.js,0
./portality/static/js/autocomplete.js,0
./portality/static/js/bootstrap.doaj.js,0
./portality/static/js/formulaic.js,0
./portality/static/js/edges/admin.editor_groups.edge.js,0
./portality/static/js/edges/admin.journals.edge.js,0
./portality/static/js/edges/admin.applications.edge.js,0
./portality/static/js/edges/public.toc.edge.js,0
./portality/static/js/edges/admin.journalarticle.edge.js,0
./portality/static/js/edges/associate.applications.edge.js,0
./portality/static/js/edges/editor.groupapplications.edge.js,0
./portality/static/js/edges/publisher.mydrafts.edge.js,0
./portality/static/js/edges/editor.groupjournals.edge.js,0
./portality/static/js/edges/public.journal.edge.js,0
./portality/static/js/edges/admin.background_jobs.edge.js,0
./portality/static/js/edges/admin.users.edge.js,0
./portality/static/js/edges/associate.journals.edge.js,0
./portality/static/js/edges/publisher.journals.edge.js,0
./portality/static/js/edges/publisher.update_requests.edge.js,0
./portality/static/js/edges/public.article.edge.js,0
./portality/static/doaj/iso_639-2b.xsd,0
./portality/static/doaj/isolang_diff.html,0
./portality/static/doaj/doajArticles.xsd,0
./portality/static/doaj/iso_639-2b.xsd.old.2020-01-21,0
./portality/static/doaj/images/cc/README.md,0
./portality/static/doaj/docs/2021-02-17-DOAJQuestions.pdf,0
./portality/static/doaj/css/facetview-customisations.css,0
./portality/static/doaj/css/main.css.map,0
./portality/static/doaj/css/simple_widget.css,0
./portality/static/doaj/css/fq_widget.css,0
./portality/static/doaj/css/doaj_api.css,0
./portality/static/doaj/css/main.css,0
./portality/static/doaj/css/edges.css,0
./portality/formcontext/choices.py,0
./portality/formcontext/fields.py,0
./portality/formcontext/render.py,0
./portality/formcontext/forms.py,0
./portality/formcontext/formhelper.py,0
./portality/formcontext/formcontext.py,0
./portality/formcontext/__init__.py,0
./portality/tasks/journal_in_out_doaj.py,0
./portality/tasks/prune_es_backups.py,0
./portality/tasks/check_latest_es_backup.py,0
./portality/tasks/consumer_main_queue.py,0
./portality/tasks/ingestarticles.py,0
./portality/tasks/redis_huey.py,0
./portality/tasks/suggestion_bulk_edit.py,0
./portality/tasks/sitemap.py,2
./portality/tasks/reporting.py,0
./portality/tasks/async_workflow_notifications.py,0
./portality/tasks/read_news.py,0
./portality/tasks/article_duplicate_report.py,0
./portality/tasks/consumer_long_running.py,0
./portality/tasks/__init__.py,0
./portality/tasks/public_data_dump.py,0
./portality/tasks/journal_bulk_delete.py,0
./portality/tasks/article_bulk_delete.py,0
./portality/tasks/journal_bulk_edit.py,0
./portality/tasks/journal_csv.py,0
./portality/tasks/article_cleanup_sync.py,0
./portality/tasks/request_es_backup.py,0
./portality/harvester/runner.py,0
./portality/harvester/workflow.py,0
./portality/harvester/__init__.py,0
./portality/harvester/epmc/client.py,0
./portality/harvester/epmc/models.py,0
./portality/harvester/epmc/epmc_harvester.py,0
./portality/harvester/epmc/queries.py,0
./portality/harvester/epmc/__init__.py,0
./portality/forms/utils.py,0
./portality/forms/application_forms.py,0
./portality/forms/application_processors.py,0
./portality/forms/validate.py,0
./portality/forms/__init__.py,0
./portality/templates/_edges_common_js.html,0
./portality/templates/400.html,0
./portality/templates/_formhelpers.html,0
./portality/templates/_edges_common_css.html,0
./portality/templates/404.html,0
./portality/templates/unlocked.html,0
./portality/templates/_js_includes.html,0
./portality/templates/500.html,0
./portality/templates/401.html,0
./portality/templates/api/v2/extra_docs.html,0
./portality/templates/api/v2/swagger_description.html,0
./portality/templates/api/v2/api_docs.html,0
./portality/templates/admin/editor_group_search.html,0
./portality/templates/admin/background_jobs_search.html,0
./portality/templates/admin/continuation.html,0
./portality/templates/admin/admin_base.html,0
./portality/templates/admin/editor_group.html,0
./portality/templates/admin/index.html,0
./portality/templates/admin/application_locked.html,0
./portality/templates/admin/article_metadata.html,0
./portality/templates/admin/journal_locked.html,0
./portality/templates/admin/applications.html,0
./portality/templates/admin/admin_site_search.html,0
./portality/templates/admin/nav.html,0
./portality/templates/account/_register_form.html,0
./portality/templates/account/users.html,0
./portality/templates/account/reset.html,0
./portality/templates/account/login.html,0
./portality/templates/account/_edit_user_form.html,0
./portality/templates/account/_login_form.html,0
./portality/templates/account/_reset_form.html,0
./portality/templates/account/forgot.html,0
./portality/templates/account/register.html,0
./portality/templates/account/login_to_apply.html,0
./portality/templates/account/view.html,0
./portality/templates/layouts/no-sidenav.html,0
./portality/templates/layouts/static_page.html,0
./portality/templates/layouts/base.html,0
./portality/templates/layouts/single_col_page.html,0
./portality/templates/layouts/sidenav.html,0
./portality/templates/formcontext/_error_header.html,0
./portality/templates/formcontext/article_metadata_form.html,0
./portality/templates/openurl/404.html,0
./portality/templates/openurl/help.html,0
./portality/templates/includes/header.html,0
./portality/templates/includes/_quick_search_modal.html,0
./portality/templates/includes/_sidenav_toc.html,0
./portality/templates/includes/footer-column.html,0
./portality/templates/includes/contribution_rates.html,0
./portality/templates/includes/footer.html,0
./portality/templates/includes/_sidenav_donation.html,0
./portality/templates/includes/_hotjar.html,0
./portality/templates/includes/header-secondary-navigation.html,0
./portality/templates/includes/header-primary-navigation.html,0
./portality/templates/includes/_aside_in_case_of_rejection.html,0
./portality/templates/includes/_sidenav_publisher_supporter.html,0
./portality/templates/includes/search-help-modal.html,0
./portality/templates/includes/menu-items.html,0
./portality/templates/editor/group_journals.html,0
./portality/templates/editor/associate_journals.html,0
./portality/templates/editor/index.html,0
./portality/templates/editor/associate_applications.html,0
./portality/templates/editor/editor_base.html,0
./portality/templates/editor/application_locked.html,0
./portality/templates/editor/journal_locked.html,0
./portality/templates/editor/nav.html,0
./portality/templates/editor/group_applications.html,0
./portality/templates/doaj/cookie_consent.html,0
./portality/templates/doaj/articles_search.html,0
./portality/templates/doaj/article.html,0
./portality/templates/doaj/contact.html,0
./portality/templates/doaj/index.html,0
./portality/templates/doaj/journals_search.html,0
./portality/templates/doaj/site_note.html,0
./portality/templates/doaj/toc.html,0
./portality/templates/doaj/readonly.html,0
./portality/templates/application_form/pagination_menu_admin.html,0
./portality/templates/application_form/maned_journal_bulk_edit.html,0
./portality/templates/application_form/editorial_side_panel.html,0
./portality/templates/application_form/_entry_group.html,0
./portality/templates/application_form/modal.html,0
./portality/templates/application_form/editorial_form_body.html,0
./portality/templates/application_form/pagination_menu.html,0
./portality/templates/application_form/aside_menu.html,0
./portality/templates/application_form/_edit_status.html,0
./portality/templates/application_form/_field.html,0
./portality/templates/application_form/editorial_form_fields.html,0
./portality/templates/application_form/maned_journal.html,0
./portality/templates/application_form/_contact.html,0
./portality/templates/application_form/_list.html,0
./portality/templates/application_form/_form.html,0
./portality/templates/application_form/editor_application.html,0
./portality/templates/application_form/public_application.html,0
./portality/templates/application_form/_group.html,0
./portality/templates/application_form/_entry_group_horizontal.html,0
./portality/templates/application_form/_fieldsets.html,0
./portality/templates/application_form/editor_journal.html,0
./portality/templates/application_form/_backend_validation.html,0
./portality/templates/application_form/assed_application.html,0
./portality/templates/application_form/_application_diff.html,0
./portality/templates/application_form/readonly_journal.html,0
./portality/templates/application_form/readonly_application.html,0
./portality/templates/application_form/_value.html,0
./portality/templates/application_form/assed_journal.html,0
./portality/templates/application_form/publisher_update_request.html,0
./portality/templates/application_form/_buttons.html,0
./portality/templates/application_form/maned_application.html,0
./portality/templates/application_form/01-oa-compliance/index.html,0
./portality/templates/application_form/04-editorial/index.html,0
./portality/templates/application_form/02-about/index.html,0
./portality/templates/application_form/js/_form_js.html,0
./portality/templates/application_form/07-review/index.html,0
./portality/templates/application_form/readonly/journal.html,0
./portality/templates/application_form/03-copyright-licensing/index.html,0
./portality/templates/application_form/05-business-model/index.html,0
./portality/templates/application_form/06-best-practice/index.html,0
./portality/templates/data/team.html,0
./portality/templates/data/advisory-board-council.html,0
./portality/templates/data/publisher-supporters.html,0
./portality/templates/data/ambassadors.html,0
./portality/templates/data/volunteers.html,0
./portality/templates/data/sponsors.html,0
./portality/templates/data/editorial-subcommittee.html,0
./portality/templates/publisher/metadata.html,0
./portality/templates/publisher/application_deleted.html,0
./portality/templates/publisher/journals.html,0
./portality/templates/publisher/publisher_base.html,0
./portality/templates/publisher/index.html,0
./portality/templates/publisher/uploadmetadata.html,0
./portality/templates/publisher/updates_in_progress.html,0
./portality/templates/publisher/help.html,0
./portality/templates/publisher/application_already_submitted.html,0
./portality/templates/publisher/nav.html,0
./portality/templates/publisher/locked.html,0
./portality/templates/email/editor_application_assigned_group.txt,0
./portality/templates/email/publisher_update_request_received.txt,0
./portality/templates/email/assoc_editor_application_inprogress.txt,0
./portality/templates/email/publisher_application_editor_assigned.txt,0
./portality/templates/email/script_tag_detected,0
./portality/templates/email/editor_application_inprogress.txt,0
./portality/templates/email/publisher_update_request_inprogress.txt,0
./portality/templates/email/publisher_update_request_editor_assigned.txt,0
./portality/templates/email/publisher_update_request_rejected.txt,0
./portality/templates/email/publisher_update_request_accepted.txt,0
./portality/templates/email/publisher_application_rejected.txt,0
./portality/templates/email/account_password_reset.txt,0
./portality/templates/email/admin_application_ready.txt,0
./portality/templates/email/editor_application_completed.txt,0
./portality/templates/email/publisher_application_received.txt,0
./portality/templates/email/editor_journal_assigned_group.txt,0
./portality/templates/email/assoc_editor_journal_assigned.txt,0
./portality/templates/email/contact_application_accepted.txt,0
./portality/templates/email/publisher_application_accepted.txt,0
./portality/templates/email/assoc_editor_application_assigned.txt,0
./portality/templates/email/publisher_application_inprogress.txt,0
./portality/templates/email/publisher_update_request_revisions.txt,0
./portality/templates/email/admin_background_job_finished.txt,0
./portality/templates/email/contact_update_request_accepted.txt,0
./portality/templates/email/account_created.txt,0
./portality/templates/email/workflow_reminder_fragments/admin_ready_frag,0
./portality/templates/email/workflow_reminder_fragments/editor_groupcount_frag,0
./portality/templates/email/workflow_reminder_fragments/editor_age_frag,0
./portality/templates/email/workflow_reminder_fragments/admin_age_frag,0
./portality/templates/email/workflow_reminder_fragments/assoc_ed_age_frag,0
./portality/crosswalks/article_doaj_xml.py,0
./portality/crosswalks/jct_inprogress.py,0
./portality/crosswalks/article_crossref_xml.py,0
./portality/crosswalks/journal_questions.py,0
./portality/crosswalks/exceptions.py,0
./portality/crosswalks/__init__.py,0
./portality/crosswalks/article_form.py,0
./portality/crosswalks/journal_form.py,0
./portality/crosswalks/atom.py,0
./portality/crosswalks/oaipmh.py,0
./portality/crosswalks/application_form.py,0
./portality/view/editor.py,0
./portality/view/account.py,0
./portality/view/jct.py,0
./portality/view/api_v2.py,0
./portality/view/doajservices.py,0
./portality/view/openurl.py,0
./portality/view/publisher.py,0
./portality/view/forms.py,0
./portality/view/doaj.py,0
./portality/view/query.py,0
./portality/view/__init__.py,0
./portality/view/atom.py,0
./portality/view/oaipmh.py,0
./portality/view/status.py,0
./portality/view/admin.py,0
./portality/view/api_v1.py,0
./portality/view/apply.py,0
./portality/scripts/news.py,0
./portality/scripts/manage_background_jobs.py,0
./portality/scripts/journalcsv.py,0
./portality/scripts/missing_quick_reject_emails.py,0
./portality/scripts/sync_doaj_records.py,0
./portality/scripts/rejected_applications.py,0
./portality/scripts/prune_es_backups.py,0
./portality/scripts/cross_journal_article_issns.py,0
./portality/scripts/form_description_to_field_description.py,0
./portality/scripts/sage_journals_in_doaj.py,0
./portality/scripts/change_application_status.py,0
./portality/scripts/journals_in_doaj_by_account.py,0
./portality/scripts/history_records_analyse.py,0
./portality/scripts/check_latest_es_backup.py,0
./portality/scripts/anon_export.py,0
./portality/scripts/journals_last_manual_update_between.py,0
./portality/scripts/publisher_email_in_doaj.py,0
./portality/scripts/journals_update_via_csv.py,0
./portality/scripts/deleteuser.py,0
./portality/scripts/articlerm.py,0
./portality/scripts/list_by_title.py,0
./portality/scripts/inconsistent_journal_prov_application.py,0
./portality/scripts/article_duplicate_analysis.py,0
./portality/scripts/sitemap.py,0
./portality/scripts/async_workflow_notifications.py,0
./portality/scripts/accounts_with_missing_passwords.py,0
./portality/scripts/history_records_assemble.py,0
./portality/scripts/applicationrm.py,0
./portality/scripts/generate_docs_index.py,0
./portality/scripts/articledump.py,0
./portality/scripts/2632_merge_accounts_by_email.py,0
./portality/scripts/README.md,0
./portality/scripts/sage_update.py,0
./portality/scripts/update_mapping_reindex.py,0
./portality/scripts/accounts_with_marketing_consent.py,0
./portality/scripts/prepare_delete_request.py,0
./portality/scripts/generate_iso639b_language_code_schema.py,0
./portality/scripts/history_archive.py,0
./portality/scripts/article_duplicate_report.py,0
./portality/scripts/scrip_tags_check.py,0
./portality/scripts/prune_marvel.py,0
./portality/scripts/createuser.py,0
./portality/scripts/__init__.py,0
./portality/scripts/public_data_dump.py,0
./portality/scripts/articles_invalid_url.py,0
./portality/scripts/history_dirs_reports.py,0
./portality/scripts/2467_email_no_apc.py,0
./portality/scripts/accounts_delete_pub_no_journal_or_application.py,0
./portality/scripts/2882_empty_string_issns.py,0
./portality/scripts/missing_q14q18.py,0
./portality/scripts/reports.py,0
./portality/scripts/not_in_doaj_with_articles.py,0
./portality/scripts/accounts_with_same_email.py,0
./portality/scripts/anon_import.py,0
./portality/scripts/github_issue_activity.py,0
./portality/scripts/orphaned_datasets.py,0
./portality/scripts/article_cleanup_sync.py,0
./portality/scripts/accounts_with_missing_api_role.py,0
