LCCXML:Data,lccSubjects.xml#L1,https://github.com/DOAJ/doaj/blob/master/lccSubjects.xml#L1
DOAJ:Documentation,README.md#L2,https://github.com/DOAJ/doaj/blob/master/README.md#L2
BackgroundTasks:Feature,portality/background.py#L44; portality/tasks/helpers/background_helper.py#L2,https://github.com/DOAJ/doaj/blob/master/portality/background.py#L44; https://github.com/DOAJ/doaj/blob/master/portality/tasks/helpers/background_helper.py#L2
BackgroundTask:Process,portality/background.py#L117,https://github.com/DOAJ/doaj/blob/master/portality/background.py#L117
AdminBackgroundTask:Process,portality/background.py#L198,https://github.com/DOAJ/doaj/blob/master/portality/background.py#L198
DOI:Regex,portality/regex.py#L3,https://github.com/DOAJ/doaj/blob/master/portality/regex.py#L3
ORCID:Regex,portality/regex.py#L7,https://github.com/DOAJ/doaj/blob/master/portality/regex.py#L7
ISSN:Regex,portality/regex.py#L11,https://github.com/DOAJ/doaj/blob/master/portality/regex.py#L11
Date:Regex,portality/regex.py#L15,https://github.com/DOAJ/doaj/blob/master/portality/regex.py#L15
URL:Regex,portality/regex.py#L19,https://github.com/DOAJ/doaj/blob/master/portality/regex.py#L19
LoginManager:Feature,portality/core.py#L26,https://github.com/DOAJ/doaj/blob/master/portality/core.py#L26
CreateApp:Framework,portality/core.py#L37,https://github.com/DOAJ/doaj/blob/master/portality/core.py#L37
CrossrefXML:Feature,portality/core.py#L135,https://github.com/DOAJ/doaj/blob/master/portality/core.py#L135
ElasticConnection:Framework,portality/core.py#L168,https://github.com/DOAJ/doaj/blob/master/portality/core.py#L168
InitialiseIndex:Framework,portality/core.py#L224,https://github.com/DOAJ/doaj/blob/master/portality/core.py#L224
APM:Feature,portality/core.py#L252,https://github.com/DOAJ/doaj/blob/master/portality/core.py#L252
ProxyFix:Framework,portality/core.py#L267,https://github.com/DOAJ/doaj/blob/master/portality/core.py#L267
CMS:Build,portality/core.py#L326,https://github.com/DOAJ/doaj/blob/master/portality/core.py#L326
DataSets:Data,portality/datasets.py#L2,https://github.com/DOAJ/doaj/blob/master/portality/datasets.py#L2
Countries:Data,portality/datasets.py#L13,https://github.com/DOAJ/doaj/blob/master/portality/datasets.py#L13
Currencies:Data,portality/datasets.py#L29,https://github.com/DOAJ/doaj/blob/master/portality/datasets.py#L29
Languages:Data,portality/datasets.py#L46,https://github.com/DOAJ/doaj/blob/master/portality/datasets.py#L46
DomainObject:Model,portality/dao.py#L48,https://github.com/DOAJ/doaj/blob/master/portality/dao.py#L48
SearchURLGenerator:Feature,portality/dao.py#L1009,https://github.com/DOAJ/doaj/blob/master/portality/dao.py#L1009
DOAJ:WebApp,portality/app.py#L10,https://github.com/DOAJ/doaj/blob/master/portality/app.py#L10
AppSettings:Config,portality/settings.py#L2,https://github.com/DOAJ/doaj/blob/master/portality/settings.py#L2
Elasticsearch:Technology,portality/util.py#L133,https://github.com/DOAJ/doaj/blob/master/portality/util.py#L133
ReCAPTCHA:ExternalService,portality/util.py#L142,https://github.com/DOAJ/doaj/blob/master/portality/util.py#L142
Swagger:Feature,portality/decorators.py#L16,https://github.com/DOAJ/doaj/blob/master/portality/decorators.py#L16
APIKey:Feature,portality/decorators.py#L30; portality/decorators.py#L49,https://github.com/DOAJ/doaj/blob/master/portality/decorators.py#L30; https://github.com/DOAJ/doaj/blob/master/portality/decorators.py#L49
SSLRequired:Feature,portality/decorators.py#L71,https://github.com/DOAJ/doaj/blob/master/portality/decorators.py#L71
Authorisation:Feature,portality/decorators.py#L89,https://github.com/DOAJ/doaj/blob/master/portality/decorators.py#L89
