NoteDate:FormField,portality/forms/application_forms.py#L1808,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L1808,portality/forms/application_forms.py#L1808,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L1808
DOAJSeal:FormField,portality/forms/application_forms.py#L1511,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L1511,portality/forms/application_forms.py#L1511,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L1511
OpenURL:Feature,,,portality/settings.py#L1171,https://github.com/DOAJ/doaj/blob/master/portality/settings.py#L1171
User:Endpoint,,,docs/system/AUTHNZ.md#L21,https://github.com/DOAJ/doaj/blob/master/docs/system/AUTHNZ.md#L21
Institution:FieldSet,portality/forms/application_forms.py#L1891,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L1891,portality/forms/application_forms.py#L1891,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L1891
HasOtherCharges:FormField,portality/forms/application_forms.py#L1113,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L1113,portality/forms/application_forms.py#L1113,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L1113
Harvester:BackgroundTask,portality/tasks/harvester.py#L44,https://github.com/DOAJ/doaj/blob/master/portality/tasks/harvester.py#L44,,
IdAvailable:FormValidator,portality/forms/validate.py#L596,https://github.com/DOAJ/doaj/blob/master/portality/forms/validate.py#L596,,
EditorGroup:Page,,,doajtest/testbook/bulk_edit/applications.yml#L3,https://github.com/DOAJ/doaj/blob/master/doajtest/testbook/bulk_edit/applications.yml#L3
Crossref531:Crosswalk,,,doajtest/fixtures/article_crossref.py#L138,https://github.com/DOAJ/doaj/blob/master/doajtest/fixtures/article_crossref.py#L138
ManEdBulkJournal:FormProcessor,portality/forms/application_processors.py#L964,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_processors.py#L964,,
OwnerExists:FormValidator,portality/forms/validate.py#L260; portality/forms/application_forms.py#L2521,https://github.com/DOAJ/doaj/blob/master/portality/forms/validate.py#L260; https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L2521,portality/forms/application_forms.py#L2521,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L2521
JournalURLInPublicDOAJ:FormValidator,portality/forms/validate.py#L302; portality/forms/application_forms.py#L2635,https://github.com/DOAJ/doaj/blob/master/portality/forms/validate.py#L302; https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L2635,portality/forms/application_forms.py#L2635; portality/forms/application_forms.py#L222,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L2635; https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L222
AdvisoryBoardCouncil:WebRoute,,,cms/data/nav.yml#L46,https://github.com/DOAJ/doaj/blob/master/cms/data/nav.yml#L46
Cache:Feature,,,docs/system/S3.md#L263; portality/settings.py#L987; portality/bll/services/site.py#L121,https://github.com/DOAJ/doaj/blob/master/docs/system/S3.md#L263; https://github.com/DOAJ/doaj/blob/master/portality/settings.py#L987; https://github.com/DOAJ/doaj/blob/master/portality/bll/services/site.py#L121
SASS:Technology,,,portality/cms/build_sass.py#L4,https://github.com/DOAJ/doaj/blob/master/portality/cms/build_sass.py#L4
RequiredIfRole:FormValidator,portality/forms/validate.py#L166,https://github.com/DOAJ/doaj/blob/master/portality/forms/validate.py#L166,,
StopWords:FormValidator,portality/forms/validate.py#L318; portality/forms/application_forms.py#L2612,https://github.com/DOAJ/doaj/blob/master/portality/forms/validate.py#L318; https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L2612,portality/forms/application_forms.py#L2612; portality/forms/application_forms.py#L386,https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L2612; https://github.com/DOAJ/doaj/blob/master/portality/forms/application_forms.py#L386
